building_no,name,area,address,raw_address,display_address,management_company,management_phone,manager_name,manager_phone,active_users,total_households,ip,host,note,contract_status,monthly_revenue,building_type,service_level,public_facility_status,manager_age,manager_experience,manager_interest,visit_time,committee_time,resident_meeting_time,created_at,updated_at
B324,吉松頂園,,,,,,,,,0,0,220.134.182.97:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B325,吉祥大樓,,,,,,,,,0,0,125.229.207.82:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B326,名揚四海,,,,,,,,,0,0,59.127.100.21:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B327,名流大地,,,,,,,,,0,0,114.35.230.157:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B328,和宜勝利,,,,,,,,,0,0,59.127.30.243:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B329,和歌山,,,,,,,,,0,0,220.132.232.221:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B330,和發幸福成,,,,,,,,,0,0,122.117.160.213:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B331,和緯社區,,,,,,,,,0,0,220.134.185.174:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B332,和美一期,,,,,,,,,0,0,211.22.246.153:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B333,和美二期,,,,,,,,,0,0,122.117.182.53:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B334,唐邦,,,,,,,,,0,0,220.134.145.33:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B335,嘉禧王朝,,,,,,,,,0,0,220.133.117.194:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B336,四季風情,,,,,,,,,0,0,220.134.144.141:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B337,坎城風情,,,,,,,,,0,0,59.127.30.224:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B338,大任之翼,,,,,,,,,0,0,122.117.201.213:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B339,大學城,,,,,,,,,0,0,220.134.145.207:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B340,大學城_2,,,,,,,,,0,0,220.134.145.176:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B341,大橋京華,,,,,,,,,0,0,125.229.205.145:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B342,大稻埕,,,,,,,,,0,0,114.35.231.56:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B343,大聚,,,,,,,,,0,0,125.229.207.72:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B344,大道六區,,,,,,,,,0,0,114.33.139.242:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B345,大鵬甲乙,,,,,,,,,0,0,218.161.7.121:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B346,天立方,,,,,,,,,0,0,122.117.199.55:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B347,太子WIN A,,,,,,,,,0,0,122.117.188.213:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B348,太子金典,,,,,,,,,0,0,61.216.114.197:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B349,太學樓,,,,,,,,,0,0,220.134.145.24:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B350,太普上新光,,,,,,,,,0,0,125.229.27.45:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B351,奇美京鑽,,,,,,,,,0,0,220.134.144.139:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B352,好事House,,,,,,,,,0,0,59.127.30.248:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B353,好建築,,,,,,,,,0,0,220.134.144.222:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B354,好漾2,,,,,,,,,0,0,114.35.230.246:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B355,安南町,,,,,,,,,0,0,59.127.209.220:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B356,家專金棟,,,,,,,,,0,0,220.133.69.23:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B357,家專銀棟,,,,,,,,,0,0,220.134.144.161:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B358,富凰3.0,,,,,,,,,0,0,114.35.141.17:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B359,寬薪園5,,,,,,,,,0,0,125.229.206.246:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B360,小日子,,,,,,,,,0,0,220.134.145.210:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B361,尚暘天喆,,,,,,,,,0,0,220.132.246.208:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B362,山豐海富,,,,,,,,,0,0,125.228.209.57:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B363,山豐海富E+,,,,,,,,,0,0,220.134.145.242:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B364,山豐海富IN,,,,,,,,,0,0,122.117.199.60:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B365,峰尚大樓,,,,,,,,,0,0,59.127.30.238:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B366,市心CASA,,,,,,,,,0,0,59.127.3.166:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B367,帝心,,,,,,,,,0,0,125.229.204.250:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B368,幸福左岸,,,,,,,,,0,0,220.134.144.197:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B369,幸福時光,,,,,,,,,0,0,59.127.246.66:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B370,影三華廈,,,,,,,,,0,0,122.117.161.104:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B371,御京鄉,,,,,,,,,0,0,59.127.30.223:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B372,御品天下,,,,,,,,,0,0,220.134.144.164:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B373,悅河恬,,,,,,,,,0,0,114.33.178.131:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B374,悅讀泰郡,,,,,,,,,0,0,220.132.27.170:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B375,愛琴海大樓,,,,,,,,,0,0,122.117.190.180:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B376,慶都大第,,,,,,,,,0,0,122.117.198.83:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B377,成功錄,,,,,,,,,0,0,59.127.149.233:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B378,成大城_de,,,,,,,,,0,0,220.134.38.52:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B379,成大東苑_a,,,,,,,,,0,0,125.229.86.91:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B380,成大東苑_b,,,,,,,,,0,0,125.229.86.90:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B381,成大林森,,,,,,,,,0,0,125.229.141.100:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B382,成大榕園,,,,,,,,,0,0,220.133.11.72:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B383,拾得3,,,,,,,,,0,0,125.229.205.60:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B384,捷仕堡,,,,,,,,,0,0,220.134.242.140:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B385,捷運棧,,,,,,,,,0,0,122.117.49.52:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B387,摩登大廈,,,,,,,,,0,0,122.117.170.50:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B388,攬翠華廈,,,,,,,,,0,0,122.117.12.196:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B389,收購台南,,,,,,,,,0,0,59.127.147.30:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B390,文化區,,,,,,,,,0,0,59.127.30.236:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B391,文海硯,,,,,,,,,0,0,125.229.141.28:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B392,文蓮苑,,,,,,,,,0,0,122.117.195.13:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B393,文賢苑,,,,,,,,,0,0,114.35.240.239:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B394,新悅城,,,,,,,,,0,0,59.127.72.240:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B395,新悅城_2,,,,,,,,,0,0,211.23.34.35:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B396,新源邸,,,,,,,,,0,0,220.134.144.133:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B397,新都會,,,,,,,,,0,0,125.229.207.91:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B398,日光行館5,,,,,,,,,0,0,125.229.205.190:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B399,日初莊園,,,,,,,,,0,0,59.127.31.36:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B400,明園,,,,,,,,,0,0,59.127.28.84:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B401,明水森林,,,,,,,,,0,0,59.127.106.57:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B402,春上春福,,,,,,,,,0,0,59.127.30.242:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B403,春天NO.8,,,,,,,,,0,0,125.228.225.209:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B404,春福御邸,,,,,,,,,0,0,61.216.49.7:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B405,春福采采,,,,,,,,,0,0,59.127.246.9:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B406,昶瓏織心,,,,,,,,,0,0,220.134.196.115:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B407,景泰然,,,,,,,,,0,0,59.127.150.117:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B408,最愛大廈,,,,,,,,,0,0,122.117.185.122:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B409,東橋真愛_d,,,,,,,,,0,0,36.237.88.8:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B410,林森166,,,,,,,,,0,0,122.117.133.121:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B411,果貿新城,,,,,,,,,0,0,220.133.112.133:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B412,桂冠大地,,,,,,,,,0,0,59.127.28.171:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B413,棋琴20重奏_1,,,,,,,,,0,0,122.117.49.117:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B414,棋琴20重奏_2,,,,,,,,,0,0,114.35.201.236:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B415,棕櫚泉,,,,,,,,,0,0,114.35.230.50:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B416,森mori,,,,,,,,,0,0,111.254.128.18:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B417,欣澄佳,,,,,,,,,0,0,220.134.150.26:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B418,歐帝新世界,,,,,,,,,0,0,220.134.144.159:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B419,歐洲世界,,,,,,,,,0,0,210.61.41.33:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B420,歡樂歐洲,,,,,,,,,0,0,59.127.3.138:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B421,正德,,,,,,,,,0,0,220.134.145.179:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B422,比佛利,,,,,,,,,0,0,114.35.141.135:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B423,水岸青,,,,,,,,,0,0,220.134.145.22:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B424,水舞川,,,,,,,,,0,0,122.117.182.209:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B425,永平7,,,,,,,,,0,0,122.117.12.49:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B426,永康新天地,,,,,,,,,0,0,114.35.230.17:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B427,永康森林故鄉,,,,,,,,,0,0,59.127.3.154:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B428,永新社區,,,,,,,,,0,0,59.127.246.90:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B429,永新社區_c,,,,,,,,,0,0,211.72.19.250:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B430,永新社區_d,,,,,,,,,0,0,59.127.30.152:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B431,永新社區_e,,,,,,,,,0,0,220.132.233.106:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B432,永龍1,,,,,,,,,0,0,114.33.172.201:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B433,永龍2,,,,,,,,,0,0,125.228.225.183:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B434,沐提斯,,,,,,,,,0,0,59.127.135.3:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B436,泰國大樓,,,,,,,,,0,0,220.134.144.153:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B437,海科棧,,,,,,,,,0,0,220.133.182.137:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B438,海閱,,,,,,,,,0,0,220.134.145.187:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B439,深耕8,,,,,,,,,0,0,59.127.100.85:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B440,清境豪景,,,,,,,,,0,0,114.35.230.94:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B441,湖美千利修,,,,,,,,,0,0,220.134.145.191:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B442,湯山東興,,,,,,,,,0,0,59.127.30.233:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B443,湯山東興_2,,,,,,,,,0,0,125.229.205.95:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B444,爵美,,,,,,,,,0,0,220.135.240.236:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B445,白京京站,,,,,,,,,0,0,114.35.230.114:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B446,白京松下,,,,,,,,,0,0,125.228.225.198:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B447,百達富御,,,,,,,,,0,0,122.117.49.69:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B448,皇邑歸仁,,,,,,,,,0,0,220.133.11.97:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B449,皇龍天品,,,,,,,,,0,0,220.133.11.134:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B450,真祥家11,,,,,,,,,0,0,122.117.123.156:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B451,真祥家9,,,,,,,,,0,0,61.216.114.67:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B452,真邦,,,,,,,,,0,0,122.117.201.178:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B453,睦里白,,,,,,,,,0,0,114.35.142.183:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B454,知安根,,,,,,,,,0,0,122.117.172.239:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B455,祥城,,,,,,,,,0,0,114.35.240.155:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B456,空中別墅,,,,,,,,,0,0,61.221.6.213:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B457,精忠新城,,,,,,,,,0,0,122.117.199.61:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B458,紐約五七街,,,,,,,,,0,0,220.134.144.201:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B459,綠意華廈,,,,,,,,,0,0,122.117.198.92:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B460,羅丹天地,,,,,,,,,0,0,122.117.198.107:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B461,美夢成真2,,,,,,,,,0,0,220.132.67.189:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B462,翡翠大郡,,,,,,,,,0,0,122.117.15.250:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B463,翡翠森林,,,,,,,,,0,0,220.134.145.208:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B464,翡麗,,,,,,,,,0,0,114.33.180.12:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B465,聯上海棠,,,,,,,,,0,0,220.134.145.25:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B466,至真生活家,,,,,,,,,0,0,122.117.199.170:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B467,興富發愛琴海,,,,,,,,,0,0,122.117.180.136:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B468,興連城PRO+,,,,,,,,,0,0,220.133.21.209:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B469,荷必館,,,,,,,,,0,0,220.133.182.149:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B470,莘學綠,,,,,,,,,0,0,122.117.214.163:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B471,蔚藍海18,,,,,,,,,0,0,122.117.49.155:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B472,觀雲丙區,,,,,,,,,0,0,122.117.198.18:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B473,諾貝爾,,,,,,,,,0,0,59.127.28.165:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B474,赫米斯,,,,,,,,,0,0,122.117.49.133:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B475,遠東城,,,,,,,,,0,0,59.127.226.161:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B476,邰欣89,,,,,,,,,0,0,114.35.141.140:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B477,鄉景康品,,,,,,,,,0,0,122.117.199.64:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B478,鄉景御品,,,,,,,,,0,0,220.132.66.219:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B479,鄉景翰林苑,,,,,,,,,0,0,220.132.122.210:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B480,鄉景麗品,,,,,,,,,0,0,114.35.137.22:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B481,金世界,,,,,,,,,0,0,220.134.144.203:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B482,鑫左岸,,,,,,,,,0,0,122.117.180.155:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B483,長榮新城A區,,,,,,,,,0,0,125.229.204.39:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B484,長榮新城B區,,,,,,,,,0,0,114.33.54.227:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B485,長榮新秀,,,,,,,,,0,0,59.127.246.23:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B486,長谷桃花源,,,,,,,,,0,0,122.117.202.9:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B487,長谷畫時代,,,,,,,,,0,0,220.134.144.134:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B488,陽光樹,,,,,,,,,0,0,114.33.239.166:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B489,陽光鎮,,,,,,,,,0,0,220.133.11.75:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B490,頂好家庭,,,,,,,,,0,0,114.35.230.141:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B491,飛揚,,,,,,,,,0,0,220.133.182.97:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B492,首席帝寶,,,,,,,,,0,0,59.127.6.7:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B493,香榭華廈,,,,,,,,,0,0,125.229.205.12:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B494,駿達天下,,,,,,,,,0,0,220.134.144.170:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B495,騰揮會館,,,,,,,,,0,0,220.134.144.137:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B496,高岡屋,,,,,,,,,0,0,211.75.240.185:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B497,高統嶺,,,,,,,,,0,0,59.127.30.228:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B498,麗池,,,,,,,,,0,0,114.35.230.76:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
B499,龍的天下,,,,,,,,,0,0,211.72.19.252:9000,,,,0,,,,,,,,,,2026-05-17 14:04:27,2026-05-17 14:04:27
